Fecha entrada,Fecha Anulacion,Fecha venta,Noches,Tip.Hab.Fra.,Régimen factura,AD,NI,CU,Horario venta,Precio alojamiento,Precio desayuno,Precio almuerzo,Precio cena,Cantidad Habitaciones,Mes Entrada,Mes Venta,Antelacion,Score Canc
2019-07-31,2019-07-18,2019-07-15,3,EC,HD,2,0,0,Mañana,401.21001,16.71,0.0,0.0,1,July,July,16,0.8235294117647058
2019-08-26,2019-08-25,2019-07-15,4,EC,HD,4,0,0,Mañana,638.4,26.6,0.0,0.0,1,August,July,42,0.046511627906976744
2019-07-29,2019-07-22,2019-07-15,3,DVC,MPA,2,0,0,Mañana,460.11,21.75,54.39,0.0,1,July,July,14,0.5333333333333333
2019-07-28,2019-07-27,2019-07-15,2,EC,HD,3,0,1,Tarde,288.0,12.0,0.0,0.0,1,July,July,13,0.14285714285714285
2019-07-28,2019-07-27,2019-07-15,3,EC,PC,4,0,0,Tarde,538.2099900000001,28.71,71.78999999999999,71.78999999999999,1,July,July,13,0.14285714285714285
2019-07-19,2019-07-18,2019-07-15,2,EC,HD,4,0,0,Tarde,316.8,13.2,0.0,0.0,1,July,July,4,0.4
2019-08-05,2019-07-18,2019-07-16,6,DVM,HD,2,0,0,Mañana,1284.12,53.52,0.0,0.0,1,August,July,20,0.9047619047619048
2019-08-14,2019-07-26,2019-07-16,3,DSC,PC,2,0,0,Mañana,563.13,30.03,75.09,75.09,1,August,July,29,0.6666666666666666
2019-08-25,2019-07-16,2019-07-16,4,DSC,MPC,2,0,0,Mañana,496.72,23.56,0.0,58.92,1,August,July,40,1.0
2019-09-09,2019-07-28,2019-07-16,4,EC,SA,2,0,0,Mañana,283.36,0.0,0.0,0.0,1,September,July,55,0.7857142857142857
2019-08-05,2019-07-27,2019-07-15,4,DSC,MPA,2,0,0,Mañana,591.08,27.96,0.0,69.88,1,August,July,21,0.45454545454545453
2019-09-03,2019-07-22,2019-07-16,4,DSC,PC,2,0,0,Mañana,467.76,25.16,62.88,62.88,1,September,July,49,0.88
2019-09-02,2019-07-16,2019-07-15,4,DSC,HD,2,0,1,Mañana,446.8,18.6,0.0,0.0,1,September,July,49,0.98
2019-07-21,2019-07-17,2019-07-15,7,DSC,PC,2,0,0,Mañana,722.65998,38.99,97.37,97.37,1,July,July,6,0.7142857142857143
2019-08-12,2019-08-12,2019-07-16,5,DSM,PC,2,0,0,Mañana,893.92,47.7,119.25,119.25,1,August,July,27,0.03571428571428571
2019-07-28,2019-07-19,2019-07-16,3,DSC,PC,2,0,0,Mañana,235.86,12.81,32.04,32.04,1,July,July,12,0.7692307692307693
2019-07-28,2019-07-19,2019-07-16,3,DSC,PC,2,0,0,Mañana,235.86,12.81,32.04,32.04,1,July,July,12,0.7692307692307693
2019-09-05,2019-07-22,2019-07-16,4,DSC,PC,2,0,0,Mañana,441.08,23.76,59.36,59.36,2,September,July,51,0.8846153846153846
2019-09-05,2019-07-22,2019-07-16,4,DSC,PC,3,0,0,Mañana,441.08,23.76,59.36,59.36,2,September,July,51,0.8846153846153846
2019-07-22,2019-07-21,2019-07-16,6,EM,MPA,4,0,0,Mañana,1336.92,62.88,157.2,0.0,1,July,July,6,0.2857142857142857
2019-07-18,2019-07-18,2019-07-16,2,DVM,HD,2,0,0,Tarde,351.28,14.64,0.0,0.0,1,July,July,2,0.3333333333333333
2019-08-25,2019-07-26,2019-07-16,4,DSC,MPC,2,0,0,Tarde,472.74,22.44,0.0,56.12,1,August,July,40,0.7560975609756098
2019-07-29,2019-07-17,2019-07-16,2,DSC,PC,3,1,0,Noche,298.53,15.98,39.94,39.94,1,July,July,13,0.9285714285714286
2019-07-29,2019-07-18,2019-07-16,2,DSC,PC,2,2,0,Noche,257.76,13.82,34.58,34.58,1,July,July,13,0.8571428571428571
2019-08-05,2019-07-30,2019-03-29,4,DSC,MPA,2,0,1,Noche,527.28,25.0,0.0,62.48,1,August,March,129,0.05384615384615385
2019-07-29,2019-07-17,2019-07-16,6,DSC,HD,2,0,0,Noche,866.2399800000001,36.12,0.0,0.0,1,July,July,13,0.9285714285714286
2019-08-18,2019-08-01,2019-07-16,3,DSC,HD,2,0,1,Noche,438.53001,18.27,0.0,0.0,1,August,July,33,0.5294117647058824
2019-09-09,2019-07-17,2019-07-16,5,EC,PC,3,1,0,Noche,583.85,31.4,78.45,78.45,1,September,July,55,0.9821428571428571
2019-08-01,2019-07-25,2019-07-17,3,DSC,HD,3,0,0,Mañana,502.07001,20.91,0.0,0.0,1,August,July,15,0.5
2019-08-26,2019-08-16,2019-07-17,3,DSC,MPA,2,0,0,Mañana,465.54,21.99,54.99,0.0,1,August,July,40,0.2682926829268293
2019-08-15,2019-08-14,2019-07-17,3,EM,MPA,2,0,1,Tarde,506.79999,23.91,59.79,0.0,1,August,July,29,0.06666666666666667
2019-07-18,2019-07-17,2019-07-17,7,EM,PC,2,1,1,Tarde,1054.11999,56.42,140.98000000000002,140.98000000000002,1,July,July,1,1.0
2019-07-28,2019-07-18,2019-07-17,3,EM,PC,2,0,0,Tarde,263.94,14.28,35.730000000000004,35.730000000000004,1,July,July,11,0.9166666666666666
2019-09-12,2019-07-23,2019-07-17,4,DVM,SA,2,0,0,Tarde,456.08,0.0,0.0,0.0,1,September,July,57,0.896551724137931
2019-09-12,2019-07-23,2019-07-17,4,DVM,MPA,2,0,0,Tarde,520.88,24.68,61.72,0.0,1,September,July,57,0.896551724137931
2019-07-19,2019-07-18,2019-07-17,3,EC,HD,4,0,0,Tarde,345.6,14.4,0.0,0.0,1,July,July,2,0.6666666666666666
2019-08-22,2019-07-21,2019-07-17,4,DSC,MPC,3,0,0,Tarde,751.06,35.4,0.0,88.48,1,August,July,36,0.8918918918918919
2019-07-19,2019-07-18,2019-07-17,2,EC,HD,3,0,0,Tarde,337.92,14.08,0.0,0.0,1,July,July,2,0.6666666666666666
2019-07-28,2019-07-18,2019-07-17,4,EC,PC,2,2,0,Tarde,491.4,26.4,65.96,65.96,1,July,July,11,0.9166666666666666
2019-07-18,2019-07-17,2019-07-17,3,EM,MPA,3,0,0,Tarde,413.91999,19.59,48.99,0.0,1,July,July,1,1.0
2019-07-19,2019-07-17,2019-07-17,3,EC,HD,2,0,0,Tarde,346.89999,14.46,0.0,0.0,1,July,July,2,1.0
2019-08-14,2019-08-01,2019-07-17,4,DSC,MPA,2,0,0,Noche,735.28,34.68,86.68,0.0,1,August,July,28,0.4827586206896552
2019-07-26,2019-07-18,2019-07-17,2,EM,MPA,2,0,0,Noche,338.28,15.96,39.92,0.0,1,July,July,9,0.9
2019-07-19,2019-07-18,2019-07-17,2,EC,MPA,2,0,0,Noche,275.62,13.06,32.64,0.0,1,July,July,2,0.6666666666666666
2019-08-01,2019-07-25,2019-07-17,3,DSC,HD,2,0,0,Noche,502.07001,20.91,0.0,0.0,1,August,July,15,0.5
2019-08-05,2019-07-17,2019-07-17,4,DSM,MPA,2,0,0,Noche,631.12,29.84,74.56,0.0,1,August,July,19,1.0
2019-07-29,2019-07-28,2019-07-17,2,EC,HD,3,0,0,Noche,308.03,12.84,0.0,0.0,1,July,July,12,0.15384615384615385
2019-08-05,2019-07-20,2019-07-17,4,DSC,MPC,3,1,0,Noche,996.76,46.84,0.0,117.08,1,August,July,19,0.85
2019-08-22,2019-07-20,2019-07-17,3,DVM,MPA,2,0,0,Noche,658.41,30.96,77.42999999999999,0.0,1,August,July,36,0.918918918918919
2019-07-19,2019-07-18,2019-07-17,3,EM,PC,3,0,0,Noche,479.63001,25.65,64.11,64.11,1,July,July,2,0.6666666666666666
2019-09-06,2019-09-02,2019-07-17,3,EC,PC,2,0,0,Noche,262.53000000000003,14.22,35.55,35.55,2,September,July,51,0.09615384615384616
2019-09-06,2019-09-02,2019-07-17,3,EC,PC,4,0,0,Noche,363.80001,19.53,48.87,48.87,2,September,July,51,0.09615384615384616
2019-08-31,2019-08-26,2019-07-17,4,EC,PC,2,0,0,Noche,314.07,17.04,42.64,42.64,1,August,July,45,0.13043478260869565
2019-08-15,2019-08-08,2019-07-17,3,EC,PC,2,0,0,Noche,343.53999,18.48,46.2,46.2,2,August,July,29,0.26666666666666666
2019-07-26,2019-07-18,2019-07-17,2,EC,MPA,3,0,0,Noche,447.76,21.06,52.64,0.0,1,July,July,9,0.9
2019-08-26,2019-07-30,2019-07-17,4,DSC,MPA,2,0,0,Noche,635.19,30.0,0.0,75.04,1,August,July,40,0.6829268292682927
2019-07-29,2019-07-20,2019-07-17,2,EC,PC,2,1,0,Noche,204.83,11.04,27.62,27.62,1,July,July,12,0.7692307692307693
2019-09-06,2019-08-16,2019-07-18,4,EC,PC,2,0,0,Mañana,316.33,17.16,42.92,42.92,2,September,July,50,0.43137254901960786
2019-09-06,2019-08-16,2019-07-18,4,EC,PC,3,0,0,Mañana,397.82,21.48,53.68,53.68,2,September,July,50,0.43137254901960786
2019-08-02,2019-08-01,2019-07-18,5,EC,PC,3,0,0,Mañana,1133.6,60.3,150.8,150.8,1,August,July,15,0.125
2019-08-13,2019-07-24,2019-07-18,3,DSC,MPC,2,0,0,Tarde,455.88,21.54,0.0,53.88,1,August,July,26,0.7777777777777778
2019-07-27,2019-07-21,2019-07-18,5,EM,HD,2,2,0,Tarde,632.05,26.35,0.0,0.0,1,July,July,9,0.7
2019-07-20,2019-07-20,2019-07-18,2,EC,HD,2,0,0,Tarde,220.8,9.2,0.0,0.0,1,July,July,2,0.3333333333333333
2019-08-05,2019-07-19,2019-07-18,7,DSC,HD,2,0,0,Tarde,1219.68,50.82,0.0,0.0,1,August,July,18,0.9473684210526315
2019-07-30,2019-07-21,2019-07-18,3,EC,PC,2,0,0,Noche,406.73001,21.81,54.510000000000005,54.510000000000005,1,July,July,12,0.7692307692307693
2019-07-21,2019-07-20,2019-07-18,1,EC,HD,3,0,0,Noche,139.08,5.79,0.0,0.0,1,July,July,3,0.5
2019-08-15,2019-08-06,2019-07-18,3,DSC,PC,2,0,0,Noche,471.20001,25.200000000000003,62.97,62.97,1,August,July,28,0.3448275862068966
2019-09-11,2019-07-18,2019-07-18,4,EC,SA,2,0,0,Noche,309.44,0.0,0.0,0.0,1,September,July,55,1.0
2019-08-09,2019-07-25,2019-07-16,5,DVM,HD,2,0,0,Noche,1070.1,44.6,0.0,0.0,1,August,July,24,0.64
2019-08-26,2019-08-16,2019-07-18,5,DSC,HD,2,0,0,Noche,711.25,29.65,0.0,0.0,1,August,July,39,0.275
2019-08-28,2019-08-28,2019-07-19,4,DSC,HD,2,0,0,Mañana,569.0,23.72,0.0,0.0,1,August,July,40,0.024390243902439025
2019-09-11,2019-09-10,2019-07-19,4,EC,HD,2,0,0,Mañana,317.56,13.24,0.0,0.0,1,September,July,54,0.03636363636363636
2019-07-27,2019-07-26,2019-07-19,2,EC,HD,3,0,0,Mañana,345.36,14.4,0.0,0.0,1,July,July,8,0.2222222222222222
2019-07-22,2019-07-19,2019-07-19,7,EC,PC,2,0,0,Mañana,728.87003,39.27,98.21,98.21,1,July,July,3,1.0
2019-07-27,2019-07-26,2019-07-19,3,EC,HD,2,0,0,Tarde,374.04,15.6,0.0,0.0,1,July,July,8,0.2222222222222222
2019-09-09,2019-09-08,2019-07-19,3,EC,PC,3,0,0,Tarde,434.46,23.25,58.17,58.17,1,September,July,52,0.03773584905660377
2019-07-22,2019-07-21,2019-07-19,4,EC,HD,2,0,0,Tarde,491.52,20.48,0.0,0.0,1,July,July,3,0.5
2019-07-29,2019-07-21,2019-07-19,3,EC,HD,2,0,0,Tarde,325.16001,13.56,0.0,0.0,2,July,July,10,0.8181818181818182
2019-07-29,2019-07-21,2019-07-19,3,EC,HD,3,0,0,Tarde,447.11001,18.63,0.0,0.0,2,July,July,10,0.8181818181818182
2019-08-25,2019-07-20,2019-07-19,3,DSC,MPC,2,0,0,Tarde,348.54,16.56,0.0,41.400000000000006,1,August,July,37,0.9736842105263158
2019-07-19,2019-07-20,2019-07-19,1,DVM,HD,1,0,0,Tarde,156.48,6.52,0.0,0.0,1,July,July,0,0.0
2019-08-01,2019-07-19,2019-07-19,3,EC,MPA,2,0,0,Noche,462.0999900000001,21.84,54.6,0.0,1,August,July,13,1.0
2019-07-27,2019-07-27,2019-07-19,2,EC,HD,2,0,0,Mañana,251.18,10.46,0.0,0.0,1,July,July,8,0.1111111111111111
2019-07-31,2019-07-22,2019-07-19,4,EC,MPA,2,0,0,Mañana,580.44,27.48,68.64,0.0,2,July,July,12,0.7692307692307693
2019-07-31,2019-07-22,2019-07-19,4,EC,MPA,2,0,0,Mañana,580.44,27.48,68.64,0.0,2,July,July,12,0.7692307692307693
2019-09-13,2019-09-05,2019-07-19,1,EC,HD,2,0,0,Mañana,57.65,2.4,0.0,0.0,1,September,July,56,0.15789473684210525
2019-07-29,2019-07-29,2019-07-19,4,EC,PC,2,0,0,Mañana,312.82,17.0,42.48,42.48,1,July,July,10,0.09090909090909091
2019-09-14,2019-07-20,2019-07-19,6,EC,PC,2,0,1,Mañana,451.68,24.54,61.44,61.44,1,September,July,57,0.9827586206896551
2019-09-07,2019-08-14,2019-07-19,3,DSC,MPA,2,1,0,Mañana,350.505,16.65,0.0,41.64,4,September,July,50,0.49019607843137253
2019-09-07,2019-08-14,2019-07-19,3,DSC,MPA,2,1,0,Mañana,350.505,16.65,0.0,41.64,4,September,July,50,0.49019607843137253
2019-09-07,2019-08-14,2019-07-19,3,DSC,MPA,2,0,0,Mañana,350.505,16.65,0.0,41.64,4,September,July,50,0.49019607843137253
2019-09-07,2019-08-14,2019-07-19,3,DSC,MPA,2,0,0,Mañana,350.505,16.65,0.0,41.64,4,September,July,50,0.49019607843137253
2019-07-29,2019-07-20,2019-07-20,2,EC,HD,2,0,0,Mañana,224.02,9.34,0.0,0.0,2,July,July,9,1.0
2019-07-29,2019-07-20,2019-07-20,2,EC,HD,3,0,0,Mañana,308.03,12.84,0.0,0.0,2,July,July,9,1.0
2019-09-12,2019-07-23,2019-07-20,8,EC,MPA,2,0,0,Tarde,744.52,35.6,88.88,0.0,1,September,July,54,0.9454545454545454
2019-07-22,2019-07-21,2019-07-20,2,EC,HD,2,1,0,Mañana,319.53,13.32,0.0,0.0,1,July,July,2,0.6666666666666666
2019-08-22,2019-07-23,2019-07-21,4,EC,MPC,3,0,0,Mañana,693.52,32.72,0.0,81.8,1,August,July,32,0.9393939393939394
2019-08-25,2019-08-13,2019-07-21,7,DSC,HD,3,0,0,Mañana,1406.7500300000002,58.59,0.0,0.0,2,August,July,35,0.3611111111111111
2019-08-25,2019-08-13,2019-07-21,7,DSC,HD,3,0,0,Mañana,1406.7500300000002,58.59,0.0,0.0,2,August,July,35,0.3611111111111111
2019-09-09,2019-09-03,2019-07-21,4,EC,PC,2,0,0,Mañana,418.56,22.56,56.4,56.4,1,September,July,50,0.13725490196078433
2019-07-28,2019-07-24,2019-07-21,7,EC,PC,2,0,0,Mañana,527.76997,28.7,71.75,71.75,2,July,July,7,0.625
2019-07-28,2019-07-24,2019-07-21,7,EC,PC,2,0,0,Mañana,527.76997,28.7,71.75,71.75,2,July,July,7,0.625
2019-09-01,2019-07-22,2019-07-21,3,EC,HD,2,2,0,Mañana,421.02,17.549999999999997,0.0,0.0,1,September,July,42,0.9767441860465116
2019-08-16,2019-07-22,2019-07-21,4,EC,MPC,2,0,0,Mañana,544.72,25.8,0.0,64.52,1,August,July,26,0.9629629629629629
2019-09-09,2019-08-10,2019-07-21,2,EC,SA,2,0,0,Mañana,141.68,0.0,0.0,0.0,1,September,July,50,0.6078431372549019
2019-08-26,2019-07-23,2019-07-21,3,DSC,MPA,2,0,0,Mañana,465.54,21.99,54.99,0.0,1,August,July,36,0.9459459459459459
2019-08-16,2019-07-22,2019-07-20,3,EC,MPC,2,0,0,Mañana,408.54,19.35,0.0,48.39,1,August,July,27,0.9285714285714286
2019-08-16,2019-07-24,2019-07-20,3,EC,MPC,2,0,0,Mañana,408.54,19.35,0.0,48.39,1,August,July,27,0.8571428571428571
2019-08-19,2019-07-22,2019-07-20,3,EC,MPC,2,0,0,Mañana,408.54,19.35,0.0,48.39,1,August,July,30,0.9354838709677419
2019-08-25,2019-07-22,2019-07-20,3,EC,MPC,2,0,0,Mañana,324.14001,15.419999999999998,0.0,38.55,1,August,July,36,0.9459459459459459
2019-08-25,2019-07-24,2019-07-20,3,EC,PC,2,0,0,Mañana,350.12001,18.81,47.04,47.04,1,August,July,36,0.8918918918918919
2019-08-19,2019-08-18,2019-07-22,6,DSC,PC,4,0,0,Mañana,1661.3800199999998,88.19999999999999,220.56,220.56,1,August,July,28,0.06896551724137931
2019-08-16,2019-07-25,2019-07-22,3,EC,PC,2,0,1,Mañana,428.16,22.92,57.33,57.33,1,August,July,25,0.8846153846153846
2019-08-06,2019-07-27,2019-07-22,3,DSM,HD,2,0,1,Mañana,588.1400100000001,24.51,0.0,0.0,1,August,July,15,0.6875
2019-08-01,2019-07-31,2019-07-14,3,EC,HD,3,0,0,Tarde,618.87,25.8,0.0,0.0,1,August,July,18,0.10526315789473684
2019-09-09,2019-07-26,2019-07-22,6,EC,MPA,2,0,0,Tarde,558.48,26.700000000000003,66.66,0.0,1,September,July,49,0.92
2019-08-16,2019-07-24,2019-07-22,4,EC,MPC,2,0,0,Tarde,544.72,25.8,0.0,64.52,1,August,July,25,0.9230769230769231
2019-08-16,2019-07-24,2019-07-22,3,EC,MPC,2,0,0,Tarde,408.54,19.35,0.0,48.39,1,August,July,25,0.9230769230769231
2019-08-25,2019-07-24,2019-07-22,3,EC,MPC,2,0,0,Tarde,324.14001,15.419999999999998,0.0,38.55,1,August,July,34,0.9428571428571428
2019-08-17,2019-07-22,2019-07-22,5,EM,MPA,2,0,0,Tarde,845.6999999999999,39.900000000000006,99.8,0.0,2,August,July,26,1.0
2019-08-17,2019-07-22,2019-07-22,5,EM,MPA,2,0,0,Tarde,845.6999999999999,39.900000000000006,99.8,0.0,2,August,July,26,1.0
2019-09-10,2019-08-03,2019-07-22,2,EC,SA,2,0,0,Noche,141.68,0.0,0.0,0.0,1,September,July,50,0.7647058823529411
2019-08-15,2019-07-25,2019-07-22,4,EC,PC,2,0,0,Noche,570.88,30.56,76.44,76.44,1,August,July,24,0.88
2019-08-15,2019-08-04,2019-07-22,3,EC,PC,2,0,0,Noche,505.62,27.0,67.53,67.53,1,August,July,24,0.48
2019-09-02,2019-07-27,2019-07-22,5,EC,HD,2,0,0,Noche,614.4,25.6,0.0,0.0,1,September,July,42,0.8837209302325582
2019-08-17,2019-07-22,2019-07-22,5,EM,MPA,2,0,0,Noche,845.6999999999999,39.900000000000006,99.8,0.0,2,August,July,26,1.0
2019-08-17,2019-07-22,2019-07-22,5,EM,MPA,2,0,0,Noche,845.6999999999999,39.900000000000006,99.8,0.0,2,August,July,26,1.0
2019-07-30,2019-07-29,2019-07-22,2,EC,HD,3,0,0,Noche,278.16,11.58,0.0,0.0,1,July,July,8,0.2222222222222222
2019-09-04,2019-08-12,2019-07-22,4,DVM,HD,2,0,0,Mañana,702.56,29.28,0.0,0.0,1,September,July,44,0.5333333333333333
2019-08-26,2019-08-25,2019-07-23,6,EC,MPA,3,0,0,Mañana,1142.64,53.82000000000001,134.57999999999998,0.0,1,August,July,34,0.05714285714285714
2019-08-17,2019-07-26,2019-07-23,7,EM,MPA,2,0,0,Mañana,1183.98,55.86,139.72,0.0,1,August,July,25,0.8846153846153846
2019-09-09,2019-09-08,2019-07-22,4,EC,SA,3,0,0,Mañana,389.64,0.0,0.0,0.0,1,September,July,49,0.04
2019-08-15,2019-08-14,2019-07-23,3,EC,HD,3,0,0,Mañana,618.87,25.8,0.0,0.0,1,August,July,23,0.08333333333333333
2019-08-17,2019-08-16,2019-07-23,7,DSM,MPA,3,0,0,Mañana,1566.62002,73.71,184.17,0.0,1,August,July,25,0.07692307692307693
2019-08-27,2019-08-27,2019-07-23,1,DVM,PC,1,0,0,Mañana,-2.5,0.0,0.0,0.0,2,August,July,35,0.027777777777777776
2019-08-25,2019-07-24,2019-07-23,3,EC,PC,2,0,0,Tarde,350.12001,18.81,47.04,47.04,1,August,July,33,0.9705882352941176
2019-08-19,2019-07-24,2019-07-23,3,EC,MPC,2,0,0,Tarde,408.54,19.35,0.0,48.39,1,August,July,27,0.9642857142857143
2019-09-07,2019-08-16,2019-07-23,3,EC,MPA,3,0,0,Tarde,435.0999900000001,20.58,51.45,0.0,1,September,July,46,0.48936170212765956
2019-09-07,2019-08-16,2019-07-23,3,DSC,MPA,2,0,1,Tarde,303.77001,14.49,0.0,36.21,1,September,July,46,0.48936170212765956
2019-09-07,2019-08-16,2019-07-23,3,EC,MPA,2,0,0,Tarde,314.34999000000005,14.97,0.0,37.44,1,September,July,46,0.48936170212765956
2019-07-26,2019-07-25,2019-07-23,3,EM,MPA,2,2,0,Tarde,673.53999,31.68,79.19999999999999,0.0,1,July,July,3,0.5
2019-08-25,2019-07-30,2019-07-23,1,EC,PC,2,2,0,Tarde,147.83,7.91,19.78,19.78,1,August,July,33,0.7941176470588235
2019-08-22,2019-07-25,2019-07-23,4,EC,MPC,3,0,0,Tarde,693.52,32.72,0.0,81.8,1,August,July,30,0.9354838709677419
2019-08-05,2019-08-03,2019-07-23,6,EC,PC,2,0,0,Noche,679.5600000000001,36.54,91.38,91.38,1,August,July,13,0.21428571428571427
2019-08-14,2019-07-24,2019-07-23,5,EC,PC,3,1,0,Noche,1246.0,66.25,165.6,165.6,1,August,July,22,0.9565217391304348
2019-08-15,2019-08-07,2019-07-23,3,EC,PC,3,0,0,Noche,624.72,33.27,83.19,83.19,1,August,July,23,0.375
2019-07-30,2019-07-29,2019-07-23,5,EM,HD,2,2,0,Noche,958.62,39.95,0.0,0.0,1,July,July,7,0.25
2019-08-26,2019-08-21,2019-07-23,5,EC,HD,2,0,0,Mañana,447.45,18.65,0.0,0.0,1,August,July,34,0.17142857142857143
2019-08-22,2019-08-21,2019-07-24,3,EC,PC,3,0,0,Mañana,501.72998999999993,26.79,66.99,66.99,1,August,July,29,0.06666666666666667
2019-08-10,2019-07-24,2019-07-24,5,DSC,HD,3,0,0,Mañana,1263.25,52.65,0.0,0.0,1,August,July,17,1.0
2019-08-08,2019-07-25,2019-07-24,3,EC,PC,2,0,0,Mañana,428.16,22.92,57.33,57.33,1,August,July,15,0.9375
2019-08-29,2019-08-06,2019-07-24,3,EC,MPA,2,0,0,Mañana,358.92,17.04,0.0,42.6,1,August,July,36,0.6486486486486487
2019-08-19,2019-08-20,2019-07-24,3,EC,HD,2,0,0,Tarde,382.23,15.93,0.0,0.0,1,August,July,26,0.0
2019-08-11,2019-07-30,2019-07-24,5,EC,PC,2,2,0,Tarde,1227.65,65.25,163.15,163.15,1,August,July,18,0.6842105263157895
2019-08-19,2019-07-25,2019-07-24,3,EC,HD,2,0,0,Tarde,450.09,18.75,0.0,0.0,1,August,July,26,0.9629629629629629
2019-08-12,2019-07-24,2019-07-24,4,EM,MPA,2,2,0,Tarde,985.44,46.32,115.76,0.0,1,August,July,19,1.0
2019-09-13,2019-07-26,2019-07-24,3,EC,HD,2,0,0,Tarde,238.17,9.93,0.0,0.0,1,September,July,51,0.9615384615384616
2019-07-27,2019-07-26,2019-07-24,2,EC,HD,3,0,0,Tarde,345.36,14.4,0.0,0.0,1,July,July,3,0.5
2019-08-11,2019-07-28,2019-07-24,4,EC,MPA,2,0,0,Tarde,648.56,30.64,76.56,0.0,1,August,July,18,0.7894736842105263
2019-08-16,2019-07-31,2019-07-24,3,EC,MPA,2,0,0,Tarde,396.54,18.78,0.0,46.98,1,August,July,23,0.7083333333333334
2019-08-16,2019-07-31,2019-07-24,4,EC,MPA,2,0,0,Tarde,528.72,25.04,0.0,62.64,1,August,July,23,0.7083333333333334
2019-08-25,2019-08-09,2019-07-24,3,EC,MPA,2,0,0,Tarde,314.55999,14.97,0.0,37.44,1,August,July,32,0.5151515151515151
2019-07-30,2019-07-27,2019-07-24,3,EC,PC,2,0,0,Tarde,237.72999,12.9,32.28,32.28,1,July,July,6,0.5714285714285714
2019-08-19,2019-08-04,2019-07-24,3,EC,MPA,2,0,0,Tarde,396.54,18.78,0.0,46.98,1,August,July,26,0.5925925925925926
2019-08-02,2019-07-24,2019-07-24,2,EC,HD,2,2,0,Tarde,435.1,18.12,0.0,0.0,1,August,July,9,1.0
2019-08-25,2019-08-09,2019-07-24,3,EC,PC,2,0,0,Tarde,339.74001,18.27,45.69,45.69,1,August,July,32,0.5151515151515151
2019-08-01,2019-07-24,2019-07-24,3,EC,HD,3,0,0,Tarde,537.59001,22.41,0.0,0.0,1,August,July,8,1.0
2019-08-15,2019-07-29,2019-07-24,4,EC,HD,2,0,0,Noche,600.12,25.0,0.0,0.0,1,August,July,22,0.782608695652174
2019-08-08,2019-07-26,2019-07-24,3,EC,HD,2,0,0,Noche,450.09,18.75,0.0,0.0,1,August,July,15,0.875
2019-08-07,2019-07-24,2019-07-24,3,DSC,HD,2,0,0,Noche,534.78999,22.29,0.0,0.0,1,August,July,14,1.0
2019-08-14,2019-07-25,2019-07-24,4,EC,HD,2,0,0,Noche,600.0,25.0,0.0,0.0,1,August,July,21,0.9545454545454546
2019-07-26,2019-07-25,2019-07-24,3,DSM,HD,2,0,1,Noche,358.08999,14.91,0.0,0.0,1,July,July,2,0.6666666666666666
2019-09-09,2019-07-25,2019-07-24,4,EC,PC,2,0,1,Noche,274.8,15.0,37.48,37.48,2,September,July,47,0.9791666666666666
2019-09-09,2019-07-25,2019-07-24,4,EC,PC,2,0,1,Noche,274.8,15.0,37.48,37.48,2,September,July,47,0.9791666666666666
2019-09-10,2019-08-23,2019-07-24,2,EC,SA,2,0,0,Noche,141.68,0.0,0.0,0.0,1,September,July,48,0.3877551020408163
2019-08-22,2019-07-30,2019-07-25,4,EC,MPA,3,0,0,Mañana,673.19,31.76,0.0,79.44,1,August,July,28,0.8275862068965517
2019-08-14,2019-08-06,2019-07-25,4,EC,HD,2,0,0,Tarde,600.12,25.0,0.0,0.0,2,August,July,20,0.42857142857142855
2019-08-14,2019-08-06,2019-07-25,4,EC,HD,2,0,0,Tarde,600.12,25.0,0.0,0.0,2,August,July,20,0.42857142857142855
2019-08-17,2019-08-02,2019-07-25,7,EC,HD,2,0,0,Tarde,1050.21,43.75,0.0,0.0,1,August,July,23,0.6666666666666666
2019-09-11,2019-08-07,2019-07-25,4,EC,HD,2,2,0,Tarde,334.44,13.92,0.0,0.0,1,September,July,48,0.7346938775510204
2019-08-12,2019-07-25,2019-07-25,4,EC,HD,3,0,0,Tarde,825.16,34.4,0.0,0.0,1,August,July,18,1.0
2019-09-12,2019-08-10,2019-07-25,3,IND,SA,1,0,0,Tarde,123.45,0.0,0.0,0.0,1,September,July,49,0.68
2019-08-05,2019-07-25,2019-07-25,5,EC,HD,2,0,0,Noche,750.15,31.25,0.0,0.0,1,August,July,11,1.0
2019-08-12,2019-08-11,2019-07-25,3,EC,MPA,2,1,1,Noche,482.7000000000001,22.8,57.0,0.0,1,August,July,18,0.10526315789473684
2019-09-04,2019-08-22,2019-07-25,5,EC,PC,2,0,0,Noche,419.56000000000006,22.75,56.85,56.85,2,September,July,41,0.3333333333333333
2019-08-15,2019-08-02,2019-07-25,3,EM,PC,2,0,0,Noche,431.55,23.1,57.78,57.78,1,August,July,21,0.6363636363636364
2019-08-05,2019-08-04,2019-07-26,4,EC,HD,3,0,0,Mañana,825.16,34.4,0.0,0.0,1,August,July,10,0.18181818181818182
2019-09-09,2019-07-30,2019-07-26,2,EC,MPA,2,0,0,Mañana,186.16,8.9,22.22,0.0,1,September,July,45,0.9130434782608695
2019-08-29,2019-08-17,2019-07-26,3,EC,HD,2,1,0,Mañana,479.25,19.98,0.0,0.0,1,August,July,34,0.37142857142857144
